minute_ts,instrument_key,strike,side,atp,ltp,spot_price,futures_price,rsi,roc
2026-04-10T09:18:00+05:30,NSE_FO|54791,,,36.85,33.2,23942.5,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54868,,,24.55,24.3,23942.5,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54866,,,30.8,30.3,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54801,,,84.07,76.5,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54833,,,59.3,59.2,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54793,,,43.33,39.3,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54795,,,51.34,46.45,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54812,,,128.9,130.75,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54803,,,98.94,89.9,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54816,,,107.6,108.85,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54804,,,237.15,244.4,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54807,,,135.27,122.95,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54809,,,155.7,143.5,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54835,,,47.97,47.65,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54821,,,72.86,73.25,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54806,,,207.05,212.3,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54808,,,178.28,182.55,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54805,,,115.8,105.25,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54811,,,172.83,166.1,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54818,,,88.99,89.8,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54797,,,61.02,54.85,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54815,,,203.52,192.0,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54864,,,38.61,38.25,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54810,,,153.33,155.3,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54865,,,412.22,399.2,23943.1,23980.7,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54834,,,334.73,320.15,23943.1,23980.1,14.7,-18.86
2026-04-10T09:18:00+05:30,NSE_FO|54820,,,263.83,250.9,23942.05,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54870,,,19.69,19.6,23942.05,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54802,,,271.03,278.5,23942.05,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54799,,,72.12,64.45,23942.05,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54863,,,379.77,358.0,23942.05,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54817,,,231.6,219.3,23945.3,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54832,,,296.15,283.85,23945.3,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54800,,,305.01,316.4,23945.3,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54796,,,382.28,394.0,23945.3,23980.1,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54792,,,465.64,478.6,23945.3,23981.5,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54798,,,339.28,354.35,23945.3,23981.5,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54869,,,501.45,482.7,23944.4,23981.5,14.7,-19.2
2026-04-10T09:18:00+05:30,NSE_FO|54790,,,501.68,525.0,23946.0,23990.0,14.9,-19.09
2026-04-10T09:18:00+05:30,NSE_FO|54794,,,420.57,438.85,23946.85,23990.0,14.9,-19.09
2026-04-10T09:18:00+05:30,NSE_FO|54871,,,541.16,525.9,23944.65,23990.0,14.4,-19.55
