timestamp,spot_price,index_price,atm_strike,ce_strike,ce_symbol,ce_ltp,ce_delta,ce_vega,ce_theta,ce_gamma,ce_open,ce_high,ce_low,ce_close,pe_strike,pe_symbol,pe_ltp,pe_delta,pe_vega,pe_theta,pe_gamma,pe_open,pe_high,pe_low,pe_close
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,22650.0,NSE_FO|54707,664.45,0.7086,,,,,,,,22650.0,NSE_FO|54710,182.95,-0.2947,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,22700.0,NSE_FO|54711,621.1,0.6942,,,,,,,,22700.0,NSE_FO|54754,193.85,-0.3111,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,22750.0,NSE_FO|54755,590.0,0.6732,,,,,,,,22750.0,NSE_FO|54756,208.1,-0.3305,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,22800.0,NSE_FO|54757,548.45,0.6576,,,,,,,,22800.0,NSE_FO|54758,221.0,-0.3492,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,22850.0,NSE_FO|54759,506.5,0.6364,,,,,,,,22850.0,NSE_FO|54760,233.65,-0.3688,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,22900.0,NSE_FO|54761,487.75,0.6137,,,,,,,,22900.0,NSE_FO|54762,253.0,-0.3875,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,22950.0,NSE_FO|54763,447.65,0.5928,,,,,,,,22950.0,NSE_FO|54764,267.05,-0.4081,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,23000.0,NSE_FO|54765,415.35,0.5711,,,,,,,,23000.0,NSE_FO|54766,287.0,-0.4301,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,23050.0,NSE_FO|54767,392.0,0.5491,,,,,,,,23050.0,NSE_FO|54768,308.95,-0.452,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,23100.0,NSE_FO|54769,364.9,0.5258,,,,,,,,23100.0,NSE_FO|54770,328.95,-0.4744,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,23150.0,NSE_FO|54771,335.4,0.5023,,,,,,,,23150.0,NSE_FO|54772,352.6,-0.4973,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,23200.0,NSE_FO|54773,305.7,0.4786,,,,,,,,23200.0,NSE_FO|54774,374.95,-0.5206,,,,,,,
2026-04-08T09:16:35.402000+05:30,23165.0,23123.65,23150.0,23250.0,NSE_FO|54775,282.5,0.4548,,,,,,,,23250.0,NSE_FO|54776,394.95,-0.5436,,,,,,,
