minute_ts,instrument_key,strike,side,atp,ltp,spot_price,futures_price,rsi,roc,v_slope,combined_vwap
2026-05-14T09:44:00+05:30,NSE_FO|51313,,,48.23,52.75,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51378,,,72.27,63.45,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51325,,,97.91,107.3,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51364,,,159.92,143.1,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51366,,,137.15,123.0,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51315,,,55.46,60.9,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51323,,,85.86,93.5,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51310,,,610.04,578.45,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51371,,,300.34,320.15,23510.5,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51381,,,438.8,467.7,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51312,,,572.53,536.45,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51356,,,207.84,189.95,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51359,,,211.43,230.3,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51367,,,266.52,288.0,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51346,,,330.57,306.7,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51348,,,297.8,275.2,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51379,,,401.09,427.9,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51365,,,238.59,258.6,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51355,,,167.22,180.95,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51354,,,236.08,216.45,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51383,,,476.68,509.5,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51321,,,74.32,81.0,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51382,,,51.26,44.35,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51376,,,86.63,75.9,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51311,,,41.85,45.3,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51353,,,146.9,160.0,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51322,,,403.97,377.95,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51352,,,264.73,243.75,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51377,,,365.66,387.15,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51317,,,64.65,70.55,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51357,,,188.94,204.75,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51324,,,367.39,341.85,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51380,,,61.25,53.35,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51375,,,328.47,354.25,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51358,,,183.87,165.3,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51370,,,118.5,105.15,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51316,,,485.59,458.45,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51320,,,443.46,414.95,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51347,,,112.06,123.2,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51349,,,128.48,140.9,23518.55,,52.1,1.37,0,0
2026-05-14T09:44:00+05:30,NSE_FO|51374,,,100.73,89.55,23518.55,,52.1,1.37,0,0
