minute_ts,instrument_key,strike,side,atp,ltp,spot_price,futures_price,rsi,roc
2026-04-07T15:29:00+05:30,NSE_FO|54779,,,183.53,624.45,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54792,,,130.87,502.95,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54756,,,279.74,24.95,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54769,,,298.71,840.65,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54794,,,116.47,466.0,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54772,,,378.14,51.35,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54789,,,566.55,86.75,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54767,,,320.4,880.65,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54774,,,427.24,56.8,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54759,,,395.72,1077.05,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54773,,,242.42,748.2,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54765,,,339.3,931.9,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54754,,,254.32,22.75,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54777,,,200.15,666.55,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54711,,,489.1,1214.05,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54790,,,148.13,540.55,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54787,,,528.58,77.65,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54795,,,636.12,119.4,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54797,,,673.91,132.7,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54788,,,162.63,583.35,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54757,,,427.77,1124.65,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54761,,,381.74,1027.9,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54778,,,494.48,70.0,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54760,,,316.4,29.3,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54710,,,236.14,21.1,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54764,,,339.61,35.0,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54758,,,293.45,27.0,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54706,,,216.46,19.7,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54796,,,103.43,430.9,23123.65,23165.0,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54770,,,359.84,46.55,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54771,,,276.14,795.0,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54755,,,449.05,1160.95,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54705,,,554.92,1311.75,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54775,,,226.21,707.85,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54791,,,580.74,96.6,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54793,,,635.88,107.4,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54766,,,349.64,38.35,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54768,,,360.81,42.15,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54776,,,422.4,62.85,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54762,,,325.28,32.3,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54763,,,357.04,980.1,23123.65,23922.6,93.4,21.14
2026-04-07T15:29:00+05:30,NSE_FO|54707,,,521.1,1260.7,23123.65,23922.6,93.4,21.14
2026-04-08T09:18:00+05:30,NSE_FO|54789,,,101.69,87.0,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54804,,,291.58,294.75,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54800,,,351.38,354.95,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54821,,,132.82,132.75,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54809,,,271.62,250.55,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54803,,,207.95,184.95,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54795,,,138.96,120.7,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54818,,,150.6,150.8,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54812,,,191.16,192.05,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54806,,,265.11,266.4,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54797,,,153.58,134.55,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54796,,,415.08,423.65,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54791,,,112.75,97.0,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54793,,,123.37,108.35,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54805,,,228.4,205.1,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54868,,,65.4,65.5,23902.1,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54833,,,115.39,116.15,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54801,,,188.96,166.5,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54816,,,170.23,170.6,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54790,,,524.99,535.75,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54864,,,87.9,88.2,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54810,,,215.44,215.25,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54808,,,239.91,239.7,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54867,,,534.5,536.4,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54799,,,167.78,149.65,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54792,,,486.9,496.45,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54835,,,101.25,101.1,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54869,,,598.35,577.15,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54811,,,293.13,275.4,23902.35,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54834,,,450.47,425.15,23901.75,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54794,,,450.25,457.3,23901.75,23921.3,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54807,,,251.08,227.05,23901.75,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54817,,,354.52,330.65,23901.75,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54815,,,328.91,303.25,23901.75,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54788,,,561.71,574.85,23901.75,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54820,,,387.13,361.8,23901.75,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54802,,,320.13,322.65,23900.9,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54798,,,381.87,386.0,23900.9,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54832,,,412.53,393.3,23900.9,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54865,,,520.44,500.3,23900.9,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54866,,,76.04,75.2,23900.9,23917.6,3.6,-45.06
2026-04-08T09:18:00+05:30,NSE_FO|54863,,,468.0,467.9,23891.15,23916.0,3.5,-45.48
2026-04-08T09:19:00+05:30,NSE_FO|54789,,,100.17,87.8,23900.0,23912.0,3.5,-45.27
2026-04-08T09:19:00+05:30,NSE_FO|54804,,,291.2,289.2,23900.0,23912.0,3.5,-45.27
2026-04-08T09:19:00+05:30,NSE_FO|54807,,,248.84,229.4,23900.0,23912.0,3.5,-45.27
2026-04-08T09:19:00+05:30,NSE_FO|54800,,,351.06,350.05,23900.0,23912.0,3.5,-45.27
